usage_id,customer_id,feature_name,session_date,session_duration_seconds,usage_count,device,session_id
USG-007124,CUST-0372,white_label,30/05/2024,3909,156,,SES-359774
USG-006722,CUST-0400,api_access,"Aug 16, 2024",6430,155,api,SES-514067
USG-002671,CUST-0028,data_pipeline,06/23/2024 00:00,5630,49,MOBILE,SES-831439
USG-003633,CUST-0173,white_label,"Mar 04, 2024",1829,106,web,SES-571648
USG-004555,CUST-0149,custom_reports,08/24/2025 00:00,6392,79,MOBILE,SES-858188
USG-008392,,api_access,2025/01/22,5115,46,Web,SES-861515
USG-006226,CUST-0167,white_label,08-26-2025,80,147,,SES-671109
USG-007842,CUST-0224,sandbox,05/05/2025 00:00,4503,32,mobile,SES-522681
USG-008954,CUST-0165,dashboard,"Apr 20, 2025",5214,30,API,SES-922535
USG-006564,CUST-0059,white_label,05/16/2024 00:00,98,129,Web,SES-996385
USG-001765,CUST-0142,automations,07-Dec-2025,517,108,API,SES-234734
USG-009659,CUST-0382,anaytics,31-Dec-2025,6451,106,Desktop,SES-514224
USG-006692,CUST-0182,webhooks,2025-02-19T00:00:00,5015,76,API,SES-439852
USG-008665,CUST-0072,bulk_export,22/07/2024,2929,185,API,SES-269453
USG-007889,CUST-0341,alerts,2025-09-07T00:00:00,4258,88,mobile,SES-981966
USG-008215,CUST-0211,sso,2025-09-20T00:00:00,4357,83,Web,SES-858513
USG-006495,CUST-0434,webhooks,06/05/2024,4473,18,,SES-681276
USG-005441,CUST-0488,custom_reports,10/12/2024 00:00,4591,104,Desktop,SES-335260
USG-009702,CUST-0382,sandbox,07/01/2025,6917,175,Web,SES-684324
USG-002010,CUST-0461,api_acess,"Aug 11, 2025",4656,87,desktop,SES-189399
USG-009344,CUST-0256,webhooks,2025-09-26,4548,46,MOBILE,SES-609623
USG-002594,CUST-0450,data_pipeline,2024-11-17T00:00:00,2834,154,Web,SES-639988
USG-000282,CUST-0312,alerts,"Nov 22, 2025",3368,30,Web,SES-178190
USG-003575,CUST-0023,dashboard,2025/04/19,-1,41,MOBILE,SES-886916
USG-007779,CUST-0317,analytics,25/09/2024,6800,30,,SES-681701
USG-009285,CUST-0444,automations,2025-11-05,2022,30,web,SES-279117
USG-008465,CUST-0267,bulk_export,2025-05-11T00:00:00,3625,49,Web,SES-643426
USG-003168,CUST-0378,white_label,2025-07-01T00:00:00,5256,159,Web,SES-697288
USG-004232,CUST-0416,sso,2024-04-23,5233,125,web,SES-873122
USG-005804,CUST-0393,automations,2025/12/11,3216,105,,SES-294682
USG-006977,CUST-0272,automations,23/06/2025,6486,115,mobile,SES-178871
USG-002240,CUST-0141,white_label,2025-04-01,2766,12,desktop,SES-158047
USG-001379,CUST-0153,data_pipeline,"Aug 25, 2025",1676,69,Desktop,SES-596375
USG-009770,CUST-0012,bulk_export,07/18/2025 00:00,5907,166,Web,SES-499603
USG-006020,,api_access,04-Sep-2025,893,109,web,SES-993360
USG-001920,CUST-0469,sso,2024-03-23,3867,106,MOBILE,SES-847606
USG-004512,CUST-0330,sso,12-Jul-2025,1799,111,MOBILE,SES-986693
USG-000883,CUST-0361,white_label,08/23/2025 00:00,1238,135,web,SES-757345
USG-001648,CUST-0059,api_access,"May 10, 2025",3532,178,api,SES-448539
USG-001879,CUST-0093,data_pipeline,2024-07-11,751,169,Desktop,SES-461879
USG-003355,CUST-0403,sso,2024-12-25,3921,127,MOBILE,SES-864787
USG-006037,CUST-0164,team_management,02-Jan-2025,3237,135,api,SES-388462
USG-004884,CUST-0328,data_pipeline,04-Dec-2024,4321,30,mobile,SES-507016
USG-001242,CUST-0156,data_pipeline,2025-12-23T00:00:00,1841,166,MOBILE,SES-618039
USG-006557,CUST-0093,data_pipeline,07/04/2025 00:00,6536,23,API,SES-940076
USG-007673,CUST-0105,integrations,2024/07/13,4614,54,api,SES-941096
USG-007997,CUST-0048,alerts,2024-12-27T00:00:00,5404,24,MOBILE,SES-423867
USG-009604,,white_label,2024-09-13,4999,170,Web,SES-668056
USG-002710,CUST-0277,dashboard,"Aug 07, 2025",3852,79,MOBILE,SES-404915
USG-004961,CUST-0464,audit_log,2025-03-12,1354,88,Desktop,SES-393906
USG-004294,CUST-0430,team_management,2024-12-16T00:00:00,536,9,mobile,SES-818109
USG-002589,CUST-0330,sso,"Jan 24, 2025",7185,86,Web,SES-513700
USG-009731,CUST-0215,white_label,30/11/2025,5488,44,desktop,SES-521155
USG-004390,CUST-0363,audit_log,29-Apr-2024,5964,129,Web,SES-762256
USG-006350,CUST-0148,data_pipeline,10-Dec-2025,2607,9,,SES-113542
USG-009987,CUST-0195,audit_log,2024-01-28T00:00:00,1501,143,Web,SES-917452
USG-001834,CUST-0198,analytics,05-Feb-2024,2584,180,Desktop,SES-584453
USG-007719,CUST-0066,sso,30-Jul-2025,1706,96,web,SES-622952
USG-009873,CUST-0024,white_label,2025-05-09,-1,79,mobile,SES-353318
USG-003946,CUST-0490,integrations,"Sep 01, 2024",5472,164,mobile,SES-587101
USG-000261,CUST-0226,custom_reports,2025/06/21,5836,167,,SES-676001
USG-005240,CUST-0188,audit_log,03/12/2025,6520,25,Desktop,SES-135783
USG-006211,CUST-0314,integrations,17/07/2025,6056,90,,SES-605064
USG-001804,CUST-0153,automations,03/13/2025 00:00,1049,40,Desktop,SES-413327
USG-005641,CUST-0083,sso,2025/05/03,3046,156,desktop,SES-454986
USG-008396,CUST-0424,alerts,12/30/2025 00:00,3064,17,API,SES-659867
USG-008514,CUST-0130,integrations,2024-02-10T00:00:00,1714,31,MOBILE,SES-353833
USG-004052,CUST-0147,custom_reports,2025/09/24,5754,112,MOBILE,SES-763180
USG-008376,CUST-0109,dashboard,2025-11-11T00:00:00,4959,115,web,SES-442093
USG-008912,CUST-0130,custom_reports,"Jul 21, 2024",5719,161,desktop,SES-574616
USG-006559,CUST-0179,data_pipeline,2024/09/30,684,188,web,SES-966966
USG-000750,CUST-0259,bulk_export,09-25-2025,5100,137,API,SES-634714
USG-000244,CUST-0283,team_management,"Sep 01, 2024",6719,25,Web,SES-388267
USG-002263,CUST-0096,custom_reports,"Apr 08, 2024",1561,154,API,SES-629054
USG-004062,CUST-0140,api_access,"Aug 01, 2025",0,120,API,SES-541822
USG-007658,CUST-0208,automations,2024-11-28,7046,118,Desktop,SES-947921
USG-009310,CUST-0143,team_management,08/09/2024 00:00,3123,131,Desktop,SES-475579
USG-005816,CUST-0238,api_access,2025-12-03T00:00:00,6967,6,web,SES-847447
USG-001948,CUST-0037,sandbox,12/21/2025 00:00,6472,48,web,SES-169501
USG-006649,CUST-0232,team_management,17-May-2025,3807,107,MOBILE,SES-420866
USG-000320,CUST-0137,analytics,"Jan 10, 2024",3652,166,Web,SES-221583
USG-004067,CUST-0025,team_management,2025/07/31,3968,148,Web,SES-444775
USG-006310,CUST-0437,webhooks,02-15-2025,20,160,desktop,SES-947766
USG-000305,CUST-0296,integrations,03-28-2025,2961,167,,SES-411940
USG-000726,CUST-0479,data_pipeline,"Jun 05, 2024",4385,63,api,SES-758257
USG-007259,CUST-0239,bulk_export,03/30/2025 00:00,4099,16,Web,SES-687989
USG-002138,CUST-0300,white_label,08-Jan-2025,0,49,web,SES-559312
USG-007740,CUST-0190,data_pipeline,"Jul 21, 2025",3659,72,desktop,SES-620904
USG-002754,CUST-0255,white_label,08/19/2025 00:00,2424,150,,SES-154184
USG-000880,CUST-0015,automations,25/12/2025,3260,166,desktop,SES-614483
USG-005887,,custom_reports,2024-06-30T00:00:00,2499,120,desktop,SES-590997
USG-004603,CUST-0288,analytics,2025-10-11,2562,200,web,SES-964765
USG-001251,CUST-0440,sandbox,07-15-2025,6652,92,MOBILE,SES-396530
USG-003618,CUST-0144,webhooks,13-Nov-2025,6726,172,mobile,SES-337090
USG-002953,CUST-0055,data_pipeline,2024-11-25T00:00:00,897,92,api,SES-584940
USG-006041,CUST-0360,sandbox,2025/01/15,3597,110,,SES-249343
USG-000562,CUST-0236,team_management,2025-02-06T00:00:00,4735,65,,SES-237219
USG-008424,CUST-0267,white_label,2024-09-06,447,2,desktop,SES-656011
USG-001035,CUST-0256,dashboard,31/12/2025,3074,115,mobile,SES-795192
USG-007702,CUST-0437,bulk_export,2024-04-09,1562,56613,web,SES-603444
USG-001600,CUST-0053,anaytics,04-19-2025,873,57,api,SES-348044
USG-002756,CUST-0454,alerts,21/07/2025,4410,187,web,SES-647354
USG-009378,CUST-0191,automations,2025-03-15T00:00:00,5962,107,mobile,SES-157504
USG-007765,CUST-0457,bulk_export,29-Jan-2024,2807,162,mobile,SES-371032
USG-006642,CUST-0023,sandbox,"Oct 01, 2025",2847,170,web,SES-476478
USG-006909,CUST-0085,advanced_search,2025/04/22,1583,158,Desktop,SES-937830
USG-002531,CUST-0144,data_pipeline,07/24/2025 00:00,6875,116,Web,SES-347800
USG-002343,CUST-0360,automations,2025/02/10,584,126,MOBILE,SES-985099
USG-006482,CUST-0124,custom_reports,22/08/2024,6242,85,api,SES-556559
USG-008352,CUST-0366,advanced_search,09/02/2025,6511,4,MOBILE,SES-671121
USG-002832,CUST-0001,sso,"Jun 06, 2025",2942,38,Desktop,SES-226897
USG-007678,CUST-0384,team_management,16/05/2025,702,125,Web,SES-937652
USG-001275,CUST-0295,api_access,2025-05-22T00:00:00,6266,182,web,SES-813478
USG-001835,CUST-0189,dashboard,10-Apr-2024,1076,183,mobile,SES-837981
USG-005436,CUST-0235,custom_reports,2024-11-05,4926,47,api,SES-679134
USG-004389,CUST-0139,bulk_export,18-Mar-2024,908,162,api,SES-121548
USG-000239,CUST-0435,webhooks,02-Jun-2025,32,78,web,SES-481839
USG-000698,CUST-0219,webhooks,01-Aug-2025,3626,124,,SES-418755
USG-003222,CUST-0381,bulk_export,20/02/2024,2787,131,desktop,SES-707663
USG-006171,CUST-0370,integrations,2024-01-22T00:00:00,6740,141,Web,SES-830095
USG-003827,CUST-0190,analytics,2024-05-21T00:00:00,2910,15,MOBILE,SES-470102
USG-006398,CUST-0263,data_pipeline,2024-05-14T00:00:00,1388,11,API,SES-784337
USG-007990,,sso,2024-11-24T00:00:00,1599,137,API,SES-208721
USG-008949,CUST-0176,analytics,2025/12/15,2075,107,Web,SES-161682
USG-002433,CUST-0420,analytics,2024-08-31,7127,86,Web,SES-775386
USG-002269,CUST-0450,sandbox,08/04/2025,6390,92,desktop,SES-513536
USG-002340,CUST-0079,webhooks,08-Mar-2025,3002,68,web,SES-574855
USG-000984,,custom_reports,01-06-2024,6593,138,web,SES-340485
USG-007343,CUST-0347,integrations,2025/01/01,2717,160,Desktop,SES-297676
USG-004319,CUST-0163,advanced_search,03-20-2024,111,152,API,SES-489452
USG-008137,CUST-0239,white_label,19/06/2024,-1,141,MOBILE,SES-873648
USG-004048,CUST-0379,custom_reports,2024/12/15,6424,48,,SES-790186
USG-004771,CUST-0385,alerts,2024-01-18,6583,20,API,SES-103976
USG-003588,CUST-0487,advanced_search,2025/12/09,1915,176,MOBILE,SES-713625
USG-003981,CUST-0250,dashboard,03-28-2025,50,39,api,SES-806310
USG-005302,CUST-0191,sso,21-Jul-2024,1956,33,api,SES-858927
USG-008007,CUST-0095,advanced_search,2025-03-21,7133,199,API,SES-637044
USG-008017,CUST-0081,webhooks,2024/04/01,6474,25,desktop,SES-234820
USG-003140,CUST-0256,alerts,"Dec 17, 2024",2438,65,web,SES-654804
USG-001506,CUST-0405,team_management,2025-05-07T00:00:00,5344,113,mobile,SES-679977
USG-002320,CUST-0115,automations,20/02/2025,3004,9,api,SES-189431
USG-003411,CUST-0059,alerts,"Oct 29, 2025",1126,73,web,SES-833315
USG-008957,CUST-0060,dashboard,"Nov 03, 2024",7174,48,web,SES-801528
USG-008093,CUST-0346,webhooks,13/05/2024,1733,51,desktop,SES-601695
USG-003472,CUST-0271,audit_log,02/03/2024,2075,160,API,SES-252924
USG-005601,CUST-0347,white_label,2024-04-05T00:00:00,2460,182,Desktop,SES-522440
USG-007384,CUST-0349,audit_log,2025-10-29,7052,185,desktop,SES-764394
USG-004364,CUST-0039,automations,"Apr 16, 2025",4400,31,Web,SES-990622
USG-004346,CUST-0294,bulk_exprot,20/05/2024,5463,43,Web,SES-142743
USG-000748,CUST-0449,api_access,"Apr 09, 2024",660,57904,API,SES-438697
USG-006826,CUST-0352,bulk_export,17/11/2024,3349,120,web,SES-751804
USG-002076,CUST-0241,dashboard,01/03/2025,6261,103,api,SES-764525
USG-007727,CUST-0192,integrations,2025-07-09T00:00:00,5963,15,API,SES-903157
USG-008730,CUST-0039,data_pipeline,08-23-2025,5392,187,mobile,SES-540999
USG-006468,CUST-0360,api_acess,12/03/2025 00:00,4434,3,web,SES-379591
USG-003219,,audit_log,2024/02/13,5297,157,MOBILE,SES-946739
USG-007919,CUST-0168,custom_reports,15-Oct-2024,-120,185,desktop,SES-410233
USG-009111,CUST-0052,webhooks,"Nov 10, 2024",4383,53,,SES-381296
USG-004129,CUST-0476,sso,17-Sep-2025,1449,31,api,SES-633835
USG-004678,CUST-0210,bulk_export,2024/05/08,7175,3,api,SES-332232
USG-005696,CUST-0211,api_acess,2025-10-12T00:00:00,273,10,web,SES-657132
USG-000293,CUST-0496,audit_log,2024-02-23,2388,23,desktop,SES-190749
USG-000809,CUST-0073,audit_log,05/25/2025 00:00,1781,83,api,SES-896754
USG-005396,CUST-0481,audit_log,2025/05/08,687,17,web,SES-234136
USG-004368,CUST-0358,integrations,2025/01/10,3682,143,Web,SES-932353
USG-003367,CUST-0498,dashbaord,2024/02/10,1113,113,api,SES-303354
USG-000549,CUST-0296,alerts,2024-07-26T00:00:00,2364,69,mobile,SES-643607
USG-009992,,dashbaord,07/02/2024 00:00,2632,186,Web,SES-483453
USG-008455,CUST-0390,data_pipeline,2024-01-29,3182,13,desktop,SES-714944
USG-002366,CUST-0371,sandbox,01/19/2024 00:00,3281,51,api,SES-826214
USG-008817,CUST-0429,white_label,2024-10-07T00:00:00,2772,167,mobile,SES-292610
USG-004047,CUST-0151,white_label,29/03/2024,577,108,desktop,SES-260728
USG-009767,CUST-0322,data_pipeline,2025/11/23,3631,108,API,SES-531280
USG-004924,,team_managment,"Dec 13, 2025",3642,26,web,SES-783845
USG-005826,CUST-0153,alerts,2024-02-03,4613,154,web,SES-580416
USG-000977,CUST-0323,team_management,2024/07/23,3231,49,mobile,SES-636159
USG-003377,CUST-0042,integrations,08-23-2025,489,24,Desktop,SES-642633
USG-004694,CUST-0362,data_pipeline,"Jul 09, 2024",291,123,Desktop,SES-134245
USG-003421,CUST-0420,alerts,11-06-2025,2677,73,web,SES-680369
USG-009394,CUST-0393,sso,07/31/2024 00:00,5773,118,Desktop,SES-621811
USG-002014,CUST-0282,sso,25-Mar-2025,3054,16,web,SES-323521
USG-007280,CUST-0007,data_pipeline,2024/09/28,141,54,api,SES-454850
USG-002253,CUST-0218,analytics,10/29/2025 00:00,2452,109,api,SES-889044
USG-009752,CUST-0268,data_pipeline,22-Sep-2024,2781,182,desktop,SES-690118
USG-000987,CUST-0416,data_pipeline,15/10/2024,-60,148,API,SES-934951
USG-000270,CUST-0151,webhooks,2024-12-24T00:00:00,4163,64,Web,SES-704403
USG-001466,CUST-0042,webhooks,12/06/2024,1134,77,API,SES-183275
USG-001013,CUST-0238,sso,2024-12-04T00:00:00,4310,190,MOBILE,SES-477196
USG-004178,CUST-0397,white_label,2024-12-19,1075,2,,SES-609012
USG-008369,CUST-0044,api_access,2024-07-21,3021,37,web,SES-727109
USG-002526,CUST-0473,alerts,2025/03/02,3053,64,MOBILE,SES-800357
USG-000631,CUST-0206,white_label,2025-10-17,4403,88,mobile,SES-548857
USG-008861,CUST-0036,advanced_search,"Mar 23, 2024",2608,148,,SES-936984
USG-006535,CUST-0454,integrations,01/15/2025 00:00,6532,108,MOBILE,SES-991346
USG-008175,CUST-0251,white_label,15/11/2025,6815,5,Web,SES-655319
USG-008643,CUST-0298,automations,10-Jul-2024,4935,162,MOBILE,SES-632840
USG-003797,CUST-0172,dashboard,31-Mar-2025,440,138,MOBILE,SES-445880
USG-004446,CUST-0328,api_access,2024-08-29T00:00:00,2265,103,api,SES-328106
USG-008628,CUST-0045,api_access,2024-03-02,2383,65678,api,SES-125396
USG-007827,CUST-0132,alerts,10-Oct-2025,2758,121,mobile,SES-726581
USG-000010,CUST-0191,sandbox,"Feb 04, 2024",3181,64,Desktop,SES-361814
USG-004107,CUST-0113,team_management,2024-10-15T00:00:00,394,195,API,SES-371523
USG-002909,CUST-0062,alerts,"Mar 30, 2024",2514,151,Web,SES-766694
USG-009602,CUST-0082,advanced_search,"Jan 23, 2025",46,15,mobile,SES-711227
USG-006602,CUST-0209,api_access,02-19-2025,3229,97,api,SES-663273
USG-006866,CUST-0283,integrations,2025/07/12,-1,147,MOBILE,SES-829626
USG-002586,CUST-0138,bulk_export,07-Jun-2024,4914,70,mobile,SES-531388
USG-007566,CUST-0108,webhooks,2024-11-30,6626,4,Web,SES-721371
USG-001902,CUST-0486,webhooks,06/03/2025 00:00,1520,173,mobile,SES-789488
USG-004201,CUST-0473,integrations,05/07/2025,552,20,api,SES-870786
USG-008402,CUST-0406,custom_reports,12/12/2025 00:00,2355,162,API,SES-446462
USG-008145,CUST-0420,automations,03-31-2025,2306,189,MOBILE,SES-917650
USG-001355,CUST-0496,analytics,12/14/2025 00:00,149,169,web,SES-785540
USG-007963,CUST-0136,custom_reports,2025-11-13,6397,193,MOBILE,SES-898771
USG-005009,CUST-0432,analytics,28/08/2024,2202,31,Web,SES-608967
USG-002082,CUST-0273,sandbox,04/14/2024 00:00,2702,117,,SES-206455
USG-002219,CUST-0309,alerts,2025-04-30,4104,43,API,SES-872127
USG-003435,CUST-0331,api_access,27-Jun-2024,4280,124,,SES-863173
USG-005003,CUST-0312,advanced_search,12-18-2025,4099,126,API,SES-488360
USG-005635,CUST-0086,analytics,09-25-2025,5856,184,API,SES-586799
USG-007929,CUST-0139,webhooks,21/12/2024,4705,163,Desktop,SES-231441
USG-005043,CUST-0185,audit_log,2024-01-29T00:00:00,2754,132,desktop,SES-295960
USG-009476,CUST-0497,analytics,2024-09-11T00:00:00,2545,157,web,SES-911531
USG-002262,CUST-0129,dashboard,2024-02-25,5197,54,desktop,SES-466547
USG-001211,CUST-0374,data_pipeline,"Sep 27, 2024",753,141,API,SES-505324
USG-003253,CUST-0076,alerts,2025-06-08,37,38,API,SES-120822
USG-007953,CUST-0132,sso,08-27-2025,6432,85,,SES-658483
USG-001351,CUST-0356,sso,04/07/2024,603,136,API,SES-670592
USG-005803,CUST-0171,dashboard,30/09/2025,315,126,API,SES-351912
USG-000732,CUST-0035,webhooks,02/21/2024 00:00,594,34,desktop,SES-683468
USG-002715,CUST-0235,audit_logg,10/07/2025,740,48,Web,SES-302365
USG-000208,CUST-0401,dashboard,2024-05-08,5082,199,Web,SES-746627
USG-002911,CUST-0199,api_access,2024-04-19,6693,145,Web,SES-912556
USG-003839,CUST-0469,webhooks,04-19-2025,2856,126,Desktop,SES-258838
USG-003632,CUST-0414,audit_log,2024-10-11,2789,143,api,SES-267612
USG-004384,CUST-0093,white_label,19/05/2025,4806,101,MOBILE,SES-607740
USG-006653,,alerts,2024/04/22,3023,103,api,SES-396113
USG-003309,CUST-0051,custom_reports,2025-03-31T00:00:00,178,180,MOBILE,SES-996013
USG-000561,CUST-0260,advanceed_search,05/10/2025 00:00,518,1,,SES-498782
USG-007683,CUST-0254,dashboard,04-Feb-2024,1629,165,web,SES-476607
USG-007545,CUST-0133,data_pipeline,07/17/2025 00:00,6672,4,API,SES-607436
USG-005872,CUST-0500,analytics,02-Apr-2024,2,46,MOBILE,SES-521947
USG-005650,CUST-0311,alerts,06/03/2024 00:00,6108,134,mobile,SES-219702
USG-008959,CUST-0313,automations,2024-05-10T00:00:00,4564,120,mobile,SES-627619
USG-006232,CUST-0022,data_pipeline,07-14-2024,5172,176,API,SES-381672
USG-000582,CUST-0046,intergrations,07-16-2024,1079,62,Web,SES-430403
USG-002555,CUST-0473,webhooks,2025/01/08,7175,10,desktop,SES-339966
USG-007610,CUST-0226,bulk_export,2024-05-12,-120,84,api,SES-274979
USG-004278,CUST-0026,audit_log,09-03-2024,1770,111,api,SES-346169
USG-000828,CUST-0020,automations,05/03/2024,4736,150,api,SES-909988
USG-000407,CUST-0185,sso,13/10/2024,1881,164,Web,SES-824453
USG-003084,CUST-0161,bulk_export,"Jul 15, 2025",359,33,desktop,SES-729627
USG-007646,CUST-0235,audit_logg,2025-03-16,219,111,api,SES-320595
USG-006593,CUST-0165,alerts,2024-03-25T00:00:00,5782,12,Web,SES-984224
USG-008163,CUST-0120,alerts,2025/06/28,3506,91,mobile,SES-990770
USG-000513,CUST-0412,audit_log,08/19/2024 00:00,4578,136,api,SES-220031
USG-003266,CUST-0175,integrations,2024-12-01T00:00:00,5683,6,Desktop,SES-697098
USG-003199,CUST-0454,api_access,04/06/2024,1167,127,,SES-822394
USG-002397,CUST-0156,dashboard,2025-05-29T00:00:00,4308,43,desktop,SES-399205
USG-000752,CUST-0281,bulk_export,22/02/2024,6060,135,mobile,SES-857950
USG-008875,CUST-0057,advanceed_search,2025-02-15T00:00:00,6030,199,Web,SES-120270
USG-002955,CUST-0114,sso,2024-01-08T00:00:00,6973,187,API,SES-330986
USG-005395,CUST-0434,audit_log,24-Jul-2025,1394,80,,SES-868633
USG-003471,CUST-0101,analytics,06-Dec-2024,6893,48,mobile,SES-140031
USG-007106,CUST-0337,automations,"Aug 02, 2024",5410,55,api,SES-296091
USG-007410,CUST-0455,dashboard,2024-05-18,4432,150,,SES-652353
USG-005449,CUST-0262,team_management,"Nov 07, 2024",4747,3,,SES-164499
USG-007328,CUST-0062,advanceed_search,04-09-2025,4416,43,MOBILE,SES-381499
USG-004562,CUST-0136,dashboard,03-03-2024,3365,160,mobile,SES-534268
USG-001301,CUST-0155,advanced_search,11/27/2025 00:00,1360,52,mobile,SES-602743
USG-002643,CUST-0494,automations,08-11-2024,639,114,Desktop,SES-330256
USG-002920,CUST-0484,data_pipeline,2025-01-29T00:00:00,2635,24,,SES-432502
USG-009193,CUST-0317,team_management,07-Jan-2024,7105,159,,SES-484418
USG-002355,CUST-0194,automations,29/09/2025,6222,47,mobile,SES-214938
USG-002316,CUST-0247,data_pipeline,2024-11-11T00:00:00,250,107,API,SES-158107
USG-005246,CUST-0445,dashboard,11/23/2025 00:00,3374,99,MOBILE,SES-621214
USG-002384,CUST-0371,data_pipeline,2025/07/27,331,132,Web,SES-715930
USG-005120,CUST-0191,automations,2024-09-29,145,151,,SES-899758
USG-009183,CUST-0308,audit_log,06/09/2025,2677,136,Web,SES-921398
USG-006536,CUST-0042,analytics,2025/01/15,-1,171,api,SES-987273
USG-007801,,data_pipeline,03-02-2025,4520,157,,SES-638002
USG-007862,CUST-0420,advanced_search,2025-03-01T00:00:00,3015,76,web,SES-594159
USG-008367,CUST-0307,sandbox,08/09/2024 00:00,5269,113,mobile,SES-648870
USG-003477,CUST-0499,team_management,04/29/2024 00:00,1388,179,API,SES-640147
USG-007275,CUST-0471,webhooks,"Oct 21, 2025",1001,82,,SES-155214
USG-007006,CUST-0176,integrations,2025-12-05,159,85,API,SES-326499
USG-001403,CUST-0054,team_management,08/27/2025 00:00,1782,34,api,SES-332614
USG-008770,CUST-0192,alerts,"Jun 23, 2024",4881,54,api,SES-882113
USG-002484,CUST-0030,dashboard,2025/09/12,4080,69,mobile,SES-744065
USG-001107,CUST-0177,custom_reports,2024-08-19T00:00:00,6253,8,Desktop,SES-526161
USG-006836,,webhooks,2024-01-09,6169,28,mobile,SES-958973
USG-003625,CUST-0204,analytics,18-Oct-2025,4974,42,web,SES-180555
USG-007833,CUST-0359,api_access,11/01/2025,5462,17,Desktop,SES-438456
USG-008045,CUST-0471,custom_reports,2025-07-27T00:00:00,6636,27,desktop,SES-431570
USG-005369,CUST-0018,sso,2025-10-15,4620,44,mobile,SES-599561
USG-002773,CUST-0072,audit_log,2024/05/01,6030,38,MOBILE,SES-741360
USG-007294,CUST-0028,sandbox,12-29-2025,1467,3,,SES-610929
USG-008819,CUST-0498,team_management,11-16-2024,2992,111,desktop,SES-282174
USG-006646,CUST-0210,white_label,04-Jan-2024,-120,39,web,SES-444389
USG-006824,CUST-0455,data_pipeline,05/21/2025 00:00,1026,24,Web,SES-440172
USG-005201,CUST-0421,sandbox,07-15-2025,5016,134,api,SES-286615
USG-004501,CUST-0278,api_access,2025/01/01,4723,101,Web,SES-986443
USG-001924,CUST-0472,dashbaord,16/07/2025,6756,168,,SES-970151
USG-003599,CUST-0424,sandbox,2024/10/03,3772,167,web,SES-130087
USG-009849,CUST-0266,analytics,11-Sep-2024,6070,13,desktop,SES-599219
USG-005966,,webhooks,2025/02/24,2949,185,API,SES-923675
USG-002783,CUST-0377,team_management,12-31-2024,6876,1,mobile,SES-313008
USG-009434,CUST-0184,white_label,01-Nov-2024,82,111,api,SES-831340
USG-001839,CUST-0004,alerts,11/23/2025 00:00,4826,82,web,SES-342980
USG-000878,CUST-0304,sso,2025-05-30,4977,39,API,SES-556923
USG-000925,CUST-0263,webhooks,2025-12-02T00:00:00,488,71,MOBILE,SES-912701
USG-006861,CUST-0408,integrations,12/06/2024,6743,118,Web,SES-947150
USG-003872,CUST-0054,dashboard,26/03/2024,6446,194,mobile,SES-186454
USG-000002,CUST-0260,bulk_export,2025/11/14,6971,100,,SES-190780
USG-007040,CUST-0209,dashboard,"Jul 03, 2025",6562,196,web,SES-692182
USG-007704,CUST-0115,automations,10/24/2025 00:00,4479,104,api,SES-574786
USG-000161,CUST-0234,advanced_search,03/07/2025 00:00,5402,148,Desktop,SES-292697
USG-000591,CUST-0142,integrations,2025-10-27,5037,107,Web,SES-592665
USG-006947,CUST-0097,audit_log,2024/06/19,6308,150,API,SES-198177
USG-003936,CUST-0230,automations,19-Jun-2024,4270,67,desktop,SES-460901
USG-007546,CUST-0057,webhooks,06-04-2025,183,121,desktop,SES-230316
USG-006223,CUST-0003,white_label,2024-05-11,2664,88,web,SES-470872
USG-001602,CUST-0167,automations,05-09-2024,6317,49,Desktop,SES-414885
USG-004692,CUST-0250,sandbox,2025/11/28,3661,99,MOBILE,SES-662163
USG-007146,CUST-0100,automations,2024/01/24,4965,92,mobile,SES-337391
USG-000983,CUST-0408,data_pipeline,2025-11-28,3210,186,web,SES-257965
USG-001864,CUST-0290,custom_reports,07/13/2025 00:00,5510,3,MOBILE,SES-165196
USG-005699,CUST-0401,team_management,2024-07-05T00:00:00,5527,64,desktop,SES-742088
USG-005344,CUST-0007,dashboard,05/11/2025,6126,147,Web,SES-243266
USG-009253,CUST-0458,advanced_search,02/16/2024 00:00,3012,37,web,SES-427644
USG-008929,CUST-0300,api_access,2025-11-23T00:00:00,4064,132,desktop,SES-530936
USG-009824,CUST-0038,automations,2024/09/08,2183,121,desktop,SES-161521
USG-008524,CUST-0110,sandbox,"Mar 17, 2025",2730,173,mobile,SES-721024
USG-006526,CUST-0149,analytics,2024-05-16,228,139,api,SES-322073
USG-001759,CUST-0444,automations,01/19/2024 00:00,1669,44,API,SES-685324
USG-003516,CUST-0410,integrations,2024-01-09,594,71,,SES-197452
USG-006277,CUST-0438,sandbox,16/01/2024,1264,50689,Web,SES-872790
USG-004532,CUST-0209,api_access,2024/08/20,-60,196,api,SES-755607
USG-007533,CUST-0441,bulk_exprot,28-Dec-2025,723,151,,SES-388032
USG-005571,CUST-0340,white_label,2024-01-05,183,91,mobile,SES-713463
USG-004026,CUST-0231,team_management,"Aug 11, 2024",5215,87,api,SES-244697
USG-009330,CUST-0261,team_management,2025-10-14,6956,41,api,SES-657546
USG-009376,,data_pipeline,19/04/2024,1405,150,api,SES-399431
USG-006853,CUST-0183,webhooks,"Jun 19, 2025",3784,143,Desktop,SES-895133
