invoice_id,customer_id,subscription_id,issue_date,due_date,subtotal,tax,total,paid_amount,payment_status,paid_date,payment_method,currency
INV-01680,CUST-0300,SUB-00070,2024/05/01,05/16/2024 00:00,EUR 959.90,EUR 191.98,EUR 1151.88,EUR 1151.88,paid,15-Jul-2024,Credit Card,EUR
INV-02226,CUST-0492,SUB-00205,10/20/2023 00:00,11/19/2023 00:00,$869.77,$156.56,$1026.33,$1026.33,paid,2024-02-17T00:00:00,bank_transfer,GBP
INV-01944,CUST-0040,SUB-00394,14/06/2025,2025/07/14,$ 31.30,$ 0.00,$ 31.30,$ 31.30,paid,12-Oct-2025,,USD
INV-01831,CUST-0112,SUB-00432,"Jan 30, 2024",02/29/2024 00:00,$942.05,$188.41,$1130.46,$1130.46,paid,2024/02/29,credit_card,GBP
INV-02004,CUST-0042,SUB-00041,07-27-2023,2023-08-26,1089.42,87.15,1176.57,1176.57,paid,09-05-2023,PAYPAL,GBP
INV-01092,CUST-0463,SUB-00655,"Oct 16, 2025","Nov 15, 2025",$860.24,$86.02,$946.26,$946.26,paid,2025/11/25,bank_transfer,USD
INV-00668,CUST-0337,SUB-00102,12-15-2025,01-14-2026,$1107.85,$199.41,$1307.26,$1307.26,paid,2026-01-15T00:00:00,bank_transfer,USD
INV-00567,CUST-0472,SUB-00710,"Dec 21, 2025",2026/02/19,$ 94.14,$ 0.00,$ 94.14,$ 94.14,paid,02/24/2026 00:00,credit_card,USD
INV-00799,CUST-0284,SUB-00172,2025-03-12,2025/04/11,$268.46,$21.48,$289.94,$289.94,paid,2025-04-10,paypal,GBP
INV-02941,CUST-0330,SUB-00645,13-Dec-2025,12/28/2025 00:00,$378.41,$18.92,$397.33,$228.62,partial,2026-01-21T00:00:00,PAYPAL,USD
INV-00239,CUST-0307,SUB-00647,08/07/2023 00:00,2023/09/06,$1060.08,$53.00,$1113.08,$1113.08,paid,09-11-2023,credit_card,AED
INV-02429,CUST-0027,SUB-00147,"Jul 04, 2022","Jul 19, 2022",$805.02,$104.65,$909.67,$909.67,paid,08/08/2022 00:00,credit_card,AED
INV-01662,CUST-0227,SUB-00449,"Jun 16, 2024",2024/07/16,$837.64,$83.76,$921.40,$921.40,paid,2024-07-14,Credit Card,USD
INV-00120,CUST-0489,SUB-00716,09-24-2024,"Nov 23, 2024",AED 537.63,AED 53.76,AED 591.39,AED 591.39,paid,11-28-2024,bank_transfer,AED
INV-01753,CUST-0203,SUB-00131,15/11/2022,"Jan 14, 2023",$695.94,$125.27,$821.21,$821.21,paid,2023-02-13T00:00:00,bank_transfer,USD
INV-00872,CUST-0258,SUB-00540,2024/05/13,2024/07/12,1171.78,152.33,1324.11,0.00,overdue,N/A,paypal,EUR
INV-02934,CUST-0317,SUB-00347,25/03/2024,09/04/2024,AED 1194.43,AED 0.00,AED 1194.43,AED 1194.43,paid,2024/04/19,credit_card,USD
INV-02178,CUST-0384,SUB-00659,06-07-2022,2022/06/22,USD 52.53,USD 9.46,USD 61.99,USD 61.99,paid,2022-08-06,Credit Card,USD
INV-00127,CUST-0262,SUB-09769,2024/01/12,2024/03/12,$898.97,$116.87,$1015.84,$1015.84,paid,17-Mar-2024,,GBP
INV-00111,CUST-0335,SUB-00767,18/12/2024,"Jan 02, 2025",$ 814.79,$ 146.66,$ 961.45,0.00,unpaid,null,PAYPAL,USD
INV-00175,CUST-0046,SUB-00402,2023-08-04,09-18-2023,EUR 247.86,EUR 0.00,EUR 247.86,EUR 247.86,paid,23/09/2023,bank_transfer,USD
INV-00963,CUST-0261,SUB-00123,07-Dec-2025,02/05/2026 00:00,EUR 1035.11,EUR 51.76,EUR 1086.87,EUR 1086.87,paid,02-25-2026,credit_card,GBP
INV-02757,CUST-0441,SUB-00163,03-16-2023,04-15-2023,EUR 460.60,EUR 23.03,EUR 483.63,EUR 483.63,paid,2023/04/25,Credit Card,USD
INV-00600,CUST-0497,SUB-00057,23-Jul-2022,21-Sep-2022,$570.92,$74.22,$645.14,$645.14,paid,09/22/2022 00:00,paypal,AED
INV-01900,CUST-0203,SUB-00791,"Jul 15, 2022",2022-08-14,397.62,39.76,437.38,437.38,paid,24/08/2022,,USD
INV-02765,CUST-0042,SUB-00110,"Nov 28, 2024",2025/01/12,$576.73,$0.00,$576.73,$576.73,paid,01-27-2025,paypal,EUR
INV-02387,CUST-0095,SUB-00308,2024/08/17,"Sep 01, 2024",577.86,104.01,681.87,681.87,paid,2024-09-16T00:00:00,credit_card,USD
INV-01006,CUST-0402,SUB-00422,17-Sep-2023,"Oct 17, 2023",$1148.63,$149.32,$351.49,$1297.95,paid,2023-10-20T00:00:00,paypal,AED
INV-02754,CUST-0133,SUB-00437,07/07/2024,06-Aug-2024,902.14,90.21,992.35,992.35,paid,2024-09-20,PAYPAL,USD
INV-00129,CUST-0204,SUB-00412,"Mar 06, 2025",21-Mar-2025,$ 212.53,$ 38.26,$ 250.79,,Overdue,N/A,wire,USD
INV-01248,CUST-0104,SUB-00230,21-Jul-2024,2024/08/20,$678.49,$88.20,$766.69,$766.69,paid,2024-08-19,paypal,EUR
INV-01888,CUST-0293,SUB-00776,"Dec 01, 2025",2026-01-15,EUR 313.45,EUR 62.69,EUR 376.14,EUR 376.14,paid,02-04-2026,Credit Card,GBP
INV-00387,CUST-0445,SUB-00149,2022/11/05,2023-01-04,$1064.08,$138.33,$1202.41,$712.88,partial,2023-01-06,credit_card,USD
INV-01077,CUST-0360,SUB-00462,10/07/2022 00:00,"Oct 22, 2022",$455.23,$59.18,$514.41,$208.03,partial,16-Nov-2022,,GBP
INV-01848,CUST-0219,SUB-00530,2025-04-07,07/05/2025,AED 389.28,AED 19.46,AED 408.74,AED 408.74,paid,08/05/2025 00:00,PAYPAL,USD
INV-02868,CUST-0402,SUB-00349,2024/09/27,2024-10-12,$ 53.03,$ 2.65,$ 55.68,$ 55.68,paid,11/01/2024 00:00,,USD
INV-02258,CUST-0465,SUB-00529,2024-06-19,07-19-2024,$280.36,$28.04,$308.40,$308.40,paid,29-Jul-2024,credit_card,AED
INV-00938,CUST-0185,SUB-00450,2025-03-16,15/04/2025,$138.74,$13.87,$152.61,$152.61,paid,"May 05, 2025",bank_transfer,EUR
INV-02640,CUST-0078,SUB-00597,2025-09-08T00:00:00,2025-10-23,$928.96,$74.32,$1003.28,$1003.28,paid,10-26-2025,paypal,USD
INV-00978,CUST-0418,SUB-00249,2023-03-17,01-May-2023,$ 806.99,$ 50.80,$ 968.39,$ 968.39,paid,2023-05-16T00:00:00,paypal,GBP
INV-00982,CUST-0147,SUB-00293,12/04/2024 00:00,2025/01/03,$1087.75,$87.02,$1190.54,$1174.77,paid,2025-01-04T00:00:00,paypal,AED
INV-02891,CUST-0207,SUB-00376,2024-09-11,"Oct 11, 2024",USD 77.74,USD 6.22,USD 83.96,USD 83.96,paid,"Dec 10, 2024",credit_card,GBP
INV-02567,CUST-0213,SUB-00004,17-Jun-2025,2025-07-17,$1166.94,$93.36,$1260.30,$637.26,partial,2025/08/01,,USD
INV-01041,CUST-0464,SUB-00307,"Aug 11, 2025",08-26-2025,USD 274.16,USD 35.64,USD 309.80,USD 309.80,paid,"Sep 10, 2025",credit_card,AED
INV-00290,CUST-0465,SUB-00381,11-24-2025,12/24/2025 00:00,$683.81,$136.76,$820.57,$820.57,paid,2025-12-22T00:00:00,wire,EUR
INV-02162,CUST-0393,SUB-00287,06-09-2023,"Aug 08, 2023",USD 492.21,USD 39.38,USD 531.59,USD 531.59,paid,"Aug 07, 2023",paypal,USD
INV-01032,CUST-0222,SUB-00591,17/10/2023,2023-11-01T00:00:00,$381.15,$19.06,$400.21,$400.21,paid,2023-11-04,PAYPAL,GBP
INV-00223,CUST-0050,SUB-00708,12/06/2023 00:00,20-Jan-2024,$400.36,$0.00,$400.36,$400.36,paid,25/01/2024,paypal,AED
INV-02359,CUST-0387,SUB-00676,20-Dec-2024,2025-02-03T00:00:00,$607.71,$79.00,$686.71,$686.71,paid,2025-02-18T00:00:00,bank_transfer,GBP
INV-01878,CUST-0133,SUB-00262,2023/12/29,02-27-2024,EUR 1006.47,EUR 201.29,EUR 1207.76,EUR 1207.76,paid,2024/03/03,wire,EUR
INV-02573,CUST-0318,SUB-00678,01/10/2025 00:00,01/25/2025 00:00,$559.51,$0.00,$559.51,$559.51,paid,2025/01/26,Credit Card,EUR
INV-01914,CUST-0322,SUB-00681,2023-01-03,2023/02/02,$689.52,$68.95,$758.47,$0.00,overdue,null,credit_card,USD
INV-02490,CUST-0409,SUB-00599,2023-09-02T00:00:00,10/02/2023 00:00,$989.56,$178.12,$1167.68,$1167.68,paid,05-Oct-2023,Credit Card,GBP
INV-02722,CUST-0435,SUB-00656,2025-05-14,"Jun 13, 2025",$199.51,$15.96,$215.47,$215.47,paid,2025-06-13,bank_transfer,AED
INV-01650,CUST-0245,SUB-00171,02/10/2023 00:00,03/12/2023 00:00,$943.66,$75.49,$1019.15,$1019.15,paid,"Mar 27, 2023",bank_transfer,USD
INV-02588,CUST-0054,SUB-00001,"Apr 21, 2024","May 21, 2024",AED 225.86,AED 29.36,AED 255.22,,UNPAID,,bank_transfer,EUR
INV-02204,CUST-0056,SUB-00379,2023-01-29,2023/03/30,USD 685.23,USD 68.52,USD 753.75,USD 753.75,paid,2023-04-29,Credit Card,GBP
INV-01105,CUST-0497,SUB-00012,11-03-2022,"Nov 18, 2022",$646.24,$64.62,$710.86,$0.00,overdue,null,paypal,USD
INV-00097,CUST-0249,SUB-00625,08/01/2023 00:00,08/31/2023 00:00,$ 924.79,$ 92.48,$ 1017.27,$ 1017.27,paid,2023/09/01,,AED
INV-02805,CUST-0269,SUB-09408,2024-01-01,2024-01-31T00:00:00,AED 524.30,AED 93.33,AED 576.73,AED 271.17,partial,2024-02-22,PAYPAL,USD
INV-01082,CUST-0462,SUB-00406,2024-10-06,05-Dec-2024,USD 861.22,USD 0.00,USD 861.22,USD 861.22,paid,2024-12-15T00:00:00,wire,EUR
INV-00886,CUST-0418,SUB-00454,10-Nov-2025,2025-12-10T00:00:00,EUR 103.40,EUR 20.68,EUR 124.08,EUR 124.08,paid,12-20-2025,credit_card,USD
INV-01197,CUST-0355,SUB-09464,"Jun 04, 2023",2023-06-19T00:00:00,$502.66,$0.00,$502.66,$502.66,paid,2023-06-24,paypal,USD
INV-00569,CUST-0197,SUB-00077,2022-08-27,09/26/2022 00:00,$ 140.99,$ 7.05,$ 148.04,$ 148.04,paid,11/10/2022 00:00,Credit Card,EUR
INV-02229,CUST-0016,SUB-00626,2025/10/22,2025/11/21,$371.31,$74.26,$445.57,0,UNPAID,,paypal,USD
INV-02813,CUST-0079,SUB-00135,31-May-2024,06/30/2024 00:00,$697.86,$34.89,$732.75,$732.75,paid,08-29-2024,paypal,AED
INV-01346,CUST-0220,SUB-00308,"Sep 27, 2022",2022-10-12T00:00:00,$ 563.25,$ 101.38,$ 664.63,$ 664.63,paid,2022/10/10,bank_transfer,USD
INV-01310,CUST-0215,SUB-00282,24-Sep-2022,10/24/2022 00:00,$587.56,$0.00,$587.56,$587.56,paid,23-Dec-2022,bank_transfer,USD
INV-02284,CUST-0488,SUB-00136,2023/01/08,02/07/2023 00:00,USD 383.13,USD 0.00,USD 383.13,USD 383.13,paid,2023-02-27T00:00:00,,USD
INV-02992,CUST-0399,SUB-00256,04/04/2023,19-May-2023,$ 239.97,$ 19.20,$ 259.17,$ 259.17,paid,2023-05-19,credit_card,USD
INV-00053,CUST-0445,SUB-00721,2024-09-05,2024-10-20,620.07,31.00,651.07,651.07,paid,21-Oct-2024,PAYPAL,EUR
INV-02544,CUST-0061,SUB-00311,09-05-2024,2024-10-05,945.75,189.15,1134.90,1134.90,paid,10/25/2024 00:00,bank_transfer,USD
INV-01513,CUST-0296,SUB-00629,"Jun 19, 2024",2024-07-19T00:00:00,AED 1038.64,AED 0.00,AED 1038.64,AED 1038.64,paid,18/08/2024,,GBP
INV-00637,CUST-0205,SUB-00698,"Aug 20, 2022",09-19-2022,$293.54,$23.48,$317.02,$317.02,paid,2022-11-18T00:00:00,Credit Card,USD
INV-02384,CUST-0226,SUB-00064,"Jul 08, 2024",2024-08-07T00:00:00,$618.45,$123.69,$742.14,$742.14,paid,2024-10-06,paypal,GBP
INV-00303,CUST-0048,SUB-00348,2025-02-06T00:00:00,2025/03/08,$1134.60,$56.73,$1191.33,$1191.33,paid,"Apr 07, 2025",credit_card,EUR
INV-02448,CUST-0471,SUB-00650,"Aug 10, 2022",09/09/2022,$1119.19,$55.96,$1175.15,$679.55,partial,2022-09-21,bank_transfer,GBP
INV-01781,CUST-0165,SUB-00683,2025-06-27,27-Jul-2025,$669.45,$120.50,$789.95,$789.95,paid,2025-08-26,,AED
INV-02391,CUST-0430,SUB-00568,28/10/2024,27-Nov-2024,$671.65,$134.33,$805.98,$805.98,paid,12/12/2024 00:00,credit_card,USD
INV-02216,CUST-0357,SUB-00212,2025-10-22,2025/11/06,220.17,44.03,264.20,264.20,paid,2025-11-26T00:00:00,credit_card,GBP
INV-00467,CUST-0427,SUB-00708,05-25-2025,24/06/2025,AED 567.30,AED 113.46,AED 680.76,AED 348.41,partial,"Jun 25, 2025",bank_transfer,USD
INV-02403,CUST-0353,SUB-00269,2025-12-21T00:00:00,"Jan 20, 2026",$ 630.22,$ 126.04,$ 756.26,$ 756.26,paid,04/20/2026 00:00,paypal,USD
INV-00866,CUST-0085,SUB-00487,21/05/2024,06-20-2024,$ 1134.71,$ 0.00,$ 1134.71,$ 1134.71,paid,2024-07-20T00:00:00,credit_card,USD
INV-02526,CUST-0326,SUB-00485,2023-03-16,15/04/2023,$375.47,$75.09,$450.56,$450.56,paid,13/04/2023,bank_transfer,EUR
INV-01427,CUST-0456,SUB-00375,15-Jul-2023,29/08/2023,$744.97,$148.99,$893.96,$0.00,unpaid,N/A,paypal,USD
INV-01038,CUST-0314,SUB-00406,12/01/2023 00:00,12/16/2023 00:00,141.00,18.33,159.33,159.33,paid,12/19/2023 00:00,,USD
INV-02936,CUST-0273,SUB-00799,2025-02-08,10/03/2025,USD 295.31,USD 23.62,USD 318.93,USD 318.93,paid,03-09-2025,,USD
INV-01844,CUST-0111,SUB-00637,"May 01, 2025","May 16, 2025",EUR 484.44,EUR 62.98,EUR 547.42,EUR 547.42,paid,2025-05-31,paypal,AED
INV-00682,CUST-0444,SUB-00370,"Aug 18, 2024",09-17-2024,$998.59,$0.00,$998.59,$998.59,paid,"Oct 07, 2024",paypal,EUR
INV-01113,CUST-0077,SUB-00298,"Apr 04, 2025",04-May-2025,$ 445.38,$ 89.08,$ 534.46,0,Overdue,,paypal,GBP
INV-00815,CUST-0134,SUB-00084,2023-09-18,18-Oct-2023,EUR 999.37,EUR 199.87,EUR 1199.24,EUR 1199.24,paid,"Oct 28, 2023",PAYPAL,USD
INV-02499,CUST-0101,SUB-00771,"Nov 28, 2022",12-Jan-2023,$868.75,$86.88,$955.63,$652.69,partial,12-Jan-2023,credit_card,USD
INV-01863,CUST-0005,SUB-00641,01/05/2024 00:00,"Feb 04, 2024",AED 705.32,AED 91.69,AED 797.01,AED 797.01,paid,02-03-2024,bank_transfer,GBP
INV-00777,CUST-0161,SUB-00162,2024-11-02T00:00:00,01/01/2025 00:00,295.62,38.43,334.05,334.05,paid,"Jan 16, 2025",,USD
INV-00346,CUST-0270,SUB-00149,10/06/2023 00:00,2023/12/05,$1128.78,$146.74,$1275.52,$1275.52,paid,03-Dec-2023,,USD
INV-01370,CUST-0150,SUB-00472,2023-12-15,14-Jan-2024,AED 959.82,AED 191.96,AED 1151.78,AED 1151.78,paid,29/01/2024,paypal,AED
INV-00786,CUST-0045,SUB-00639,09/03/2022 00:00,10/03/2022 00:00,$389.81,$50.68,$440.49,$440.49,paid,10-03-2022,credit_card,USD
INV-01677,CUST-0127,SUB-00655,2023-05-19,"Jul 03, 2023",$49.58,$6.45,$56.03,$56.03,paid,02/07/2023,paypal,USD
INV-00516,CUST-0071,SUB-00742,2025-09-23T00:00:00,11-07-2025,$971.59,$48.58,$1020.17,$1020.17,paid,11/06/2025 00:00,Credit Card,EUR
INV-00188,CUST-0464,SUB-00254,2023-12-16T00:00:00,2023/12/31,1104.47,0.00,1104.47,1104.47,paid,2024/01/20,,USD
INV-00511,CUST-0040,SUB-00646,09-Oct-2023,2023-11-08T00:00:00,AED 1133.25,AED 0.00,AED 1133.25,AED 1133.25,paid,2023-11-08,paypal,GBP
INV-01675,CUST-0312,SUB-00436,07/04/2024 00:00,19-Jul-2024,1049.98,85.99,1238.98,,overdue,,Credit Card,USD
INV-01665,CUST-0441,SUB-00526,2024-01-30,29/02/2024,197.79,15.82,213.61,213.61,paid,2024-03-05,,AED
INV-02938,CUST-0388,SUB-09482,10/30/2025 00:00,14/12/2025,$789.31,$102.61,$891.92,$891.92,paid,03/01/2026,bank_transfer,USD
INV-01156,CUST-0402,SUB-00217,07/22/2022 00:00,"Aug 06, 2022",$150.54,$0.00,$150.54,$150.54,paid,08-16-2022,PAYPAL,AED
INV-02638,CUST-0481,SUB-00169,2024-06-25,"Aug 09, 2024",$1020.51,$51.03,$1071.54,$1071.54,paid,2024-08-24T00:00:00,PAYPAL,USD
INV-00661,CUST-0373,SUB-00017,2024-12-18,"Jan 17, 2025",AED 683.20,AED 136.64,AED 819.84,AED 819.84,paid,03/03/2025 00:00,PAYPAL,USD
INV-01144,CUST-0135,SUB-00257,01-14-2025,2025-03-15T00:00:00,577.00,0.00,577.00,577.00,paid,03-18-2025,wire,AED
INV-00278,CUST-0375,SUB-00362,2022-08-02T00:00:00,01-Sep-2022,EUR 787.97,EUR 157.59,EUR 945.56,EUR 945.56,paid,2022-08-31,wire,USD
INV-01031,CUST-0153,SUB-00576,07-23-2022,2022-09-06T00:00:00,$68.42,$8.89,$77.31,$77.31,paid,07-Sep-2022,,GBP
INV-01429,CUST-0387,SUB-00195,27/08/2024,09/26/2024 00:00,$ 137.81,$ 17.92,$ 155.73,$ 155.73,paid,10-Nov-2024,Credit Card,AED
INV-02065,CUST-0458,SUB-00673,16-Apr-2025,15/06/2025,$583.61,$105.05,$688.66,$688.66,paid,06/18/2025 00:00,wire,EUR
INV-00010,CUST-0199,SUB-00122,17-Aug-2022,09/16/2022 00:00,253.29,32.93,286.22,286.22,paid,15-Nov-2022,bank_transfer,USD
INV-02191,CUST-0189,SUB-00274,09/24/2023 00:00,11/23/2023 00:00,$585.20,$46.82,$632.02,$632.02,paid,2023-11-28,,GBP
INV-02852,CUST-0495,SUB-00695,18-May-2025,02-Jun-2025,$873.16,$69.85,$943.01,$943.01,paid,31-May-2025,bank_transfer,USD
INV-02740,CUST-0011,SUB-00298,2022-11-01,"Dec 01, 2022",$257.12,$0.00,$257.12,$257.12,paid,"Nov 30, 2022",credit_card,USD
INV-01287,CUST-0320,SUB-00178,2023-10-07T00:00:00,11/06/2023 00:00,EUR 1010.69,EUR 0.00,EUR 1010.69,EUR 1010.69,paid,11-11-2023,PAYPAL,USD
INV-00396,CUST-0003,SUB-09790,10-06-2023,2023-11-05T00:00:00,USD 804.06,USD 40.20,USD 844.26,,overdue,,Credit Card,AED
INV-01977,CUST-0128,SUB-00655,05/04/2023 00:00,2023/06/03,$302.89,$0.00,$302.89,$142.07,partial,06-08-2023,wire,USD
INV-02615,CUST-0279,SUB-00103,2025-07-28,27-Aug-2025,$724.67,$57.97,$782.64,$782.64,paid,26-Oct-2025,,USD
INV-00114,CUST-0442,SUB-00131,29-Sep-2022,29/10/2022,348.59,45.32,393.91,393.91,paid,2022/11/13,PAYPAL,USD
INV-01146,CUST-0450,SUB-00729,2023-12-17,01/16/2024 00:00,$1064.14,$0.00,$1064.14,$703.73,partial,22-Jan-2024,wire,USD
INV-02579,CUST-0362,SUB-00145,10-06-2024,11/05/2024 00:00,$547.08,$0.00,$547.08,$547.08,paid,12-20-2024,PAYPAL,USD
INV-00027,CUST-0215,SUB-00557,14/05/2025,07/13/2025 00:00,$554.43,$0.00,$554.43,$554.43,paid,07/18/2025 00:00,credit_card,USD
INV-00153,CUST-0346,SUB-00534,2024-11-01,01/12/2024,EUR 287.58,EUR 28.76,EUR 316.34,EUR 316.34,paid,15/01/2025,PAYPAL,USD
INV-02469,CUST-0463,SUB-00511,2025-09-26,25-Nov-2025,$ 678.66,$ 54.29,$ 732.95,$ 732.95,paid,2025-11-30T00:00:00,credit_card,AED
INV-00104,CUST-0188,SUB-00094,2025-11-04T00:00:00,2025-12-19,$602.98,$30.15,$633.13,$633.13,paid,2026-01-08T00:00:00,bank_transfer,GBP
INV-01500,CUST-0445,SUB-00259,12/10/2024,2024-10-27,494.58,89.02,583.60,583.60,paid,30-Oct-2024,credit_card,AED
INV-02569,CUST-0475,SUB-00584,2023-12-05T00:00:00,19-Jan-2024,$203.03,$10.15,$213.18,0,unpaid,,PAYPAL,USD
INV-00502,CUST-0098,SUB-00683,30-Jun-2022,2022-07-30T00:00:00,451.43,90.29,541.72,541.72,paid,19/08/2022,PAYPAL,USD
INV-01182,CUST-0346,SUB-00556,"Oct 14, 2022",2022-11-13T00:00:00,$1040.70,$15.21,$1092.74,0.00,unpaid,null,wire,EUR
INV-01755,CUST-0043,SUB-00756,07/07/2023,05/09/2023,$280.02,$28.00,$308.02,,UNPAID,,wire,EUR
INV-02105,CUST-0349,SUB-00305,29/09/2025,2025-10-29T00:00:00,AED 98.66,AED 9.87,AED 108.53,AED 108.53,paid,2025-11-18,paypal,GBP
INV-00605,CUST-0385,SUB-00027,08-30-2023,29-Oct-2023,USD 1085.03,USD 141.05,USD 1226.08,USD 1226.08,paid,13/12/2023,PAYPAL,EUR
INV-01062,CUST-0381,SUB-00335,12/15/2022 00:00,14/01/2023,USD 86.14,USD 4.31,USD 90.45,USD 90.45,paid,12-Jan-2023,Credit Card,AED
INV-00838,CUST-0250,SUB-00503,2024/11/20,2024-12-20,$494.90,$39.59,$534.49,$534.49,paid,12/20/2024 00:00,wire,GBP
INV-02150,CUST-0252,SUB-00054,2023/12/26,2024/01/25,AED 77.85,AED 3.89,AED 81.74,AED 81.74,paid,2024/02/04,Credit Card,USD
INV-02468,CUST-0300,SUB-00168,11-29-2024,12-29-2024,USD 396.71,USD 19.84,USD 416.55,0.00,unpaid,N/A,bank_transfer,AED
INV-02222,CUST-0302,SUB-00292,25-Aug-2025,2025-10-09T00:00:00,319.06,63.81,382.87,,Overdue,N/A,paypal,USD
INV-01819,CUST-0257,SUB-00757,2023-03-13T00:00:00,2023-04-12T00:00:00,$ 981.59,$ 78.53,$ 1060.12,$ 1060.12,paid,2023/04/22,Credit Card,GBP
INV-01446,CUST-0316,SUB-00310,2023-02-23,2023/03/25,USD 651.26,USD 0.00,USD 651.26,$0.00,Overdue,,wire,EUR
INV-00953,CUST-0480,SUB-00258,12/23/2024 00:00,01-22-2025,$982.83,$127.77,$1110.60,$1110.60,paid,02/11/2025 00:00,,EUR
INV-01479,CUST-0130,SUB-00518,"May 20, 2025",06-19-2025,$187.96,$37.59,$225.55,$225.55,paid,17-Jun-2025,credit_card,USD
INV-00334,CUST-0033,SUB-09027,03-Apr-2025,2025/05/03,USD 469.31,USD 46.93,USD 516.24,USD 516.24,paid,01-Aug-2025,,AED
INV-02077,CUST-0351,SUB-00785,2023-05-27T00:00:00,06-26-2023,$156.48,$0.00,$156.48,$156.48,paid,07-01-2023,Credit Card,USD
INV-02894,CUST-0318,SUB-00370,09/14/2025 00:00,10/14/2025 00:00,$893.30,$89.33,$982.63,$982.63,paid,10/19/2025 00:00,wire,EUR
INV-01192,CUST-0046,SUB-00473,22/09/2023,10/07/2023 00:00,$1086.62,$195.59,$1282.21,$456.54,partial,10-09-2023,PAYPAL,GBP
INV-00631,CUST-0052,SUB-00685,"Feb 08, 2025",10-Mar-2025,$249.64,$12.48,$262.12,$262.12,paid,2025-06-08T00:00:00,paypal,USD
INV-02078,CUST-0011,SUB-00168,"Mar 04, 2023",03/19/2023 00:00,$604.49,$108.81,$713.30,$365.32,partial,2023-03-27T00:00:00,bank_transfer,EUR
INV-00155,CUST-0315,SUB-00503,04/13/2025 00:00,"May 28, 2025",EUR 661.89,EUR 132.38,EUR 794.27,EUR 794.27,paid,2025-05-28,,GBP
INV-00168,CUST-0388,SUB-00182,27-Nov-2022,2022-12-27,$297.57,$23.81,$321.38,,Overdue,N/A,bank_transfer,AED
INV-02415,CUST-0457,SUB-09039,2024/02/09,03-10-2024,$1086.59,$217.32,$1303.91,$1303.91,paid,2024-04-24T00:00:00,Credit Card,USD
INV-02688,CUST-0035,SUB-09274,07-02-2022,2022-08-01T00:00:00,EUR 1018.87,EUR 132.45,$314.94,EUR 1151.32,paid,2022-08-16T00:00:00,PAYPAL,USD
INV-00100,CUST-0067,SUB-09578,03-12-2025,26-Apr-2025,$458.54,$59.61,$518.15,$518.15,paid,"Jul 25, 2025",Credit Card,USD
INV-02071,CUST-0423,SUB-00498,2024-09-25,2024-10-25T00:00:00,$97.22,$4.86,$102.08,$102.08,paid,2025-01-23,PAYPAL,AED
INV-02466,CUST-0100,SUB-00310,2024/11/24,01-23-2025,USD 330.02,USD 16.50,USD 346.52,USD 346.52,paid,02/02/2025,bank_transfer,USD
INV-02267,CUST-0168,SUB-00756,08-14-2023,2023/10/13,$711.11,$35.56,$746.67,$746.67,paid,11-27-2023,paypal,AED
INV-00784,CUST-0351,SUB-00294,2024-12-06,2025-01-20,$188.02,$18.80,$206.82,$206.82,paid,01-18-2025,,USD
INV-00803,CUST-0272,SUB-00372,11-Mar-2025,2025-04-10T00:00:00,$884.84,$88.48,$973.32,$973.32,paid,04-13-2025,bank_transfer,AED
INV-02729,CUST-0126,SUB-00459,12/24/2023 00:00,"Jan 23, 2024",AED 106.15,AED 5.31,AED 111.46,AED 111.46,paid,22/02/2024,PAYPAL,USD
INV-00235,CUST-0346,SUB-00065,02/28/2023 00:00,2023-04-29,$928.75,$167.17,$1095.92,$1095.92,paid,"Jun 28, 2023",paypal,AED
INV-01908,CUST-0442,SUB-00313,2024/09/05,10-05-2024,$1049.41,$52.47,$1101.88,$1101.88,paid,12-04-2024,paypal,GBP
INV-02037,CUST-0179,SUB-00606,"Dec 31, 2023",30/01/2024,AED 724.28,AED 94.16,AED 818.44,AED 818.44,paid,2024-02-19T00:00:00,Credit Card,USD
INV-01850,CUST-0437,SUB-00652,04-Sep-2022,"Nov 03, 2022",$1060.38,$190.87,$1251.25,$1251.25,paid,2022/11/18,,USD
INV-02971,CUST-0239,SUB-09473,2023-01-05,2023-01-20T00:00:00,USD 31.70,USD 6.34,USD 38.04,USD 38.04,paid,2023-01-30T00:00:00,PAYPAL,USD
INV-02809,CUST-0092,SUB-00168,2024-02-17T00:00:00,18/03/2024,$829.66,$0.00,$829.66,$829.66,paid,03-23-2024,credit_card,AED
INV-02632,CUST-0022,SUB-00352,"May 17, 2023",16/06/2023,$ 721.46,$ 0.00,$ 721.46,$ 721.46,paid,2023-07-31,Credit Card,USD
INV-02232,CUST-0015,SUB-00656,2023-08-12T00:00:00,11-Sep-2023,$ 122.10,$ 9.77,$ 131.87,$ 131.87,paid,"Oct 26, 2023",paypal,EUR
INV-02656,CUST-0021,SUB-00312,2024-08-07T00:00:00,2024-08-22T00:00:00,$542.42,$43.39,$585.81,$585.81,paid,2024/10/21,paypal,USD
INV-02003,CUST-0400,SUB-00540,27/12/2025,2026-01-26,$462.11,$23.11,$485.22,$485.22,paid,2026-01-31,paypal,USD
INV-02118,CUST-0025,SUB-00067,28/03/2023,05/12/2023 00:00,426.04,21.30,447.34,,Overdue,N/A,paypal,EUR
INV-00125,CUST-0043,SUB-00101,11-25-2024,25/12/2024,$478.41,$47.84,$526.25,$311.06,partial,23/01/2025,bank_transfer,USD
